"Author";"Class";"Name";"ShortName";"Value"
"MASSONI T";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"3"
"MASSONI T";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"MASSONI T";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"MASSONI T";"All";"Author affiliations";"Affiliation";"UFCG;UFPE;UPE"
"MASSONI T";"All";"Authos afilliation states";"State";"PE;PB"
"MASSONI T";"All";"Author affiliation regions";"Region";"NE"
"MASSONI T";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to non-Zika only"
"MASSONI T";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Hard pivot"
"ARMSTRONG M";"Pre-Outbreak";"Most Common Journal Area";"TopField";"TROPICAL MEDICINE"
"ARMSTRONG M";"Pre-Outbreak";"Total Citations";"Citations";"703"
"ARMSTRONG M";"Pre-Outbreak";"Citations per Paper";"CitationRate";"27.04"
"ARMSTRONG M";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"6.42"
"ARMSTRONG M";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"0.0625"
"ARMSTRONG M";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"3.75"
"ARMSTRONG M";"Pre-Outbreak";"Total Papers";"Papers";"16"
"ARMSTRONG M";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"16"
"ARMSTRONG M";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"1"
"ARMSTRONG M";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"21"
"ARMSTRONG M";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"ARMSTRONG M";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"ARMSTRONG M";"Post-Outbreak";"Most Common Journal Area";"TopField";"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
"ARMSTRONG M";"Post-Outbreak";"Total Citations";"Citations";"128"
"ARMSTRONG M";"Post-Outbreak";"Citations per Paper";"CitationRate";"7.11"
"ARMSTRONG M";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"5.17"
"ARMSTRONG M";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"1.66666666666667"
"ARMSTRONG M";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"2.44444444444444"
"ARMSTRONG M";"Post-Outbreak";"Total Papers";"Papers";"18"
"ARMSTRONG M";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"15"
"ARMSTRONG M";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.83"
"ARMSTRONG M";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"ARMSTRONG M";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.28"
"ARMSTRONG M";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"1"
"ARMSTRONG M";"Zika";"Most Common Journal Area";"TopField";"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH"
"ARMSTRONG M";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"3"
"ARMSTRONG M";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"3"
"ARMSTRONG M";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"ARMSTRONG M";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"2"
"ARMSTRONG M";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"ARMSTRONG M";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"ARMSTRONG M";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"ARMSTRONG M";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"80"
"ARMSTRONG M";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"80"
"ARMSTRONG M";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"0"
"ARMSTRONG M";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"79"
"ARMSTRONG M";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"ARMSTRONG M";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"ARMSTRONG M";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"ARMSTRONG M";"Zika";"Total Citations";"Citations";"83"
"ARMSTRONG M";"Zika";"Citations per Paper";"CitationRate";"16.6"
"ARMSTRONG M";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"5.8"
"ARMSTRONG M";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4.6"
"ARMSTRONG M";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.6"
"ARMSTRONG M";"Zika";"Total Papers";"Papers";"5"
"ARMSTRONG M";"Zika";"Papers with International Affiliations";"PapersINTL";"2"
"ARMSTRONG M";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.4"
"ARMSTRONG M";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"ARMSTRONG M";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"ARMSTRONG M";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"1"
"ARMSTRONG M";"All";"Author affiliations";"Affiliation";"FGV"
"ARMSTRONG M";"All";"Authos afilliation states";"State";"RJ"
"ARMSTRONG M";"All";"Author affiliation regions";"Region";"SE"
"ARMSTRONG M";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to non-Zika only"
"ARMSTRONG M";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Hard pivot"
"WALLAU GL";"Pre-Outbreak";"Most Common Journal Area";"TopField";"GENETICS & HEREDITY"
"WALLAU GL";"Pre-Outbreak";"Total Citations";"Citations";"233"
"WALLAU GL";"Pre-Outbreak";"Citations per Paper";"CitationRate";"16.64"
"WALLAU GL";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"6.43"
"WALLAU GL";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4.41666666666667"
"WALLAU GL";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.416666666666667"
"WALLAU GL";"Pre-Outbreak";"Total Papers";"Papers";"12"
"WALLAU GL";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"2"
"WALLAU GL";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.17"
"WALLAU GL";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"13"
"WALLAU GL";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"WALLAU GL";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"WALLAU GL";"Post-Outbreak";"Most Common Journal Area";"TopField";"GENETICS & HEREDITY"
"WALLAU GL";"Post-Outbreak";"Total Citations";"Citations";"529"
"WALLAU GL";"Post-Outbreak";"Citations per Paper";"CitationRate";"13.92"
"WALLAU GL";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"11.95"
"WALLAU GL";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"6.05405405405405"
"WALLAU GL";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.72972972972973"
"WALLAU GL";"Post-Outbreak";"Total Papers";"Papers";"37"
"WALLAU GL";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"12"
"WALLAU GL";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.32"
"WALLAU GL";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"WALLAU GL";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.32"
"WALLAU GL";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"2"
"WALLAU GL";"Zika";"Most Common Journal Area";"TopField";"INFECTIOUS DISEASES"
"WALLAU GL";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"4"
"WALLAU GL";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"4"
"WALLAU GL";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"3"
"WALLAU GL";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"7"
"WALLAU GL";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"2"
"WALLAU GL";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"WALLAU GL";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"WALLAU GL";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"104"
"WALLAU GL";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"264"
"WALLAU GL";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"348"
"WALLAU GL";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"363"
"WALLAU GL";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"11"
"WALLAU GL";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"WALLAU GL";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"WALLAU GL";"Zika";"Total Citations";"Citations";"388"
"WALLAU GL";"Zika";"Citations per Paper";"CitationRate";"32.33"
"WALLAU GL";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"20.5"
"WALLAU GL";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"8.41666666666667"
"WALLAU GL";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"1.83333333333333"
"WALLAU GL";"Zika";"Total Papers";"Papers";"12"
"WALLAU GL";"Zika";"Papers with International Affiliations";"PapersINTL";"8"
"WALLAU GL";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.67"
"WALLAU GL";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"4"
"WALLAU GL";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"WALLAU GL";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"2"
"WALLAU GL";"All";"Author affiliations";"Affiliation";"FIOCRUZ;FIOCRUZ MS;FIOCRUZ PE;FIOCRUZ RJ"
"WALLAU GL";"All";"Authos afilliation states";"State";"RJ;PE;MS"
"WALLAU GL";"All";"Author affiliation regions";"Region";"SE;CO;NE"
"WALLAU GL";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to both"
"WALLAU GL";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Soft pivot"
"LEYSER M";"Pre-Outbreak";"Most Common Journal Area";"TopField";"NEUROSCIENCES & NEUROLOGY"
"LEYSER M";"Pre-Outbreak";"Total Citations";"Citations";"16"
"LEYSER M";"Pre-Outbreak";"Citations per Paper";"CitationRate";"5.33"
"LEYSER M";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"5.67"
"LEYSER M";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3.5"
"LEYSER M";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0"
"LEYSER M";"Pre-Outbreak";"Total Papers";"Papers";"2"
"LEYSER M";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"0"
"LEYSER M";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0"
"LEYSER M";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"14"
"LEYSER M";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"LEYSER M";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"LEYSER M";"Post-Outbreak";"Most Common Journal Area";"TopField";"NEUROSCIENCES & NEUROLOGY"
"LEYSER M";"Post-Outbreak";"Total Citations";"Citations";"26"
"LEYSER M";"Post-Outbreak";"Citations per Paper";"CitationRate";"2.6"
"LEYSER M";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"5.3"
"LEYSER M";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3.3"
"LEYSER M";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.6"
"LEYSER M";"Post-Outbreak";"Total Papers";"Papers";"10"
"LEYSER M";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"6"
"LEYSER M";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.6"
"LEYSER M";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"LEYSER M";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.7"
"LEYSER M";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"LEYSER M";"Zika";"Most Common Journal Area";"TopField";"PEDIATRICS"
"LEYSER M";"Zika";"Frequency of MeSH Category - Vector & Transmission";"MeSHCat - Frequency of MeSH Category - Vector & Transmission";"0"
"LEYSER M";"Zika";"Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCat - Frequency of MeSH Category - Epidemiology, Outbreaks & Surveillance";"1"
"LEYSER M";"Zika";"Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCat - Frequency of MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"2"
"LEYSER M";"Zika";"Frequency of MeSH Category - Virus Characterization";"MeSHCat - Frequency of MeSH Category - Virus Characterization";"1"
"LEYSER M";"Zika";"Frequency of MeSH Category - Related Diseases";"MeSHCat - Frequency of MeSH Category - Related Diseases";"0"
"LEYSER M";"Zika";"Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCat - Frequency of MeSH Category - Treatments, Vaccines & Diagnostic Tests";"0"
"LEYSER M";"Zika";"Frequency of MeSH Category - Clinical manifestations";"MeSHCat - Frequency of MeSH Category - Clinical manifestations";"0"
"LEYSER M";"Zika";"Citations from papers in MeSH Category - Vector & Transmission";"MeSHCatCites - Vector & Transmission";"0"
"LEYSER M";"Zika";"Citations from papers in MeSH Category - Epidemiology, Outbreaks & Surveillance";"MeSHCatCites - Epidemiology, Outbreaks & Surveillance";"11"
"LEYSER M";"Zika";"Citations from papers in MeSH Category - Microcephaly, Fetal infections & Pregnancy Complications";"MeSHCatCites - Microcephaly, Fetal infections & Pregnancy Complications";"10"
"LEYSER M";"Zika";"Citations from papers in MeSH Category - Virus Characterization";"MeSHCatCites - Virus Characterization";"0"
"LEYSER M";"Zika";"Citations from papers in MeSH Category - Related Diseases";"MeSHCatCites - Related Diseases";"0"
"LEYSER M";"Zika";"Citations from papers in MeSH Category - Treatments, Vaccines & Diagnostic Tests";"MeSHCatCites - Treatments, Vaccines & Diagnostic Tests";"0"
"LEYSER M";"Zika";"Citations from papers in MeSH Category - Clinical manifestations";"MeSHCatCites - Clinical manifestations";"0"
"LEYSER M";"Zika";"Total Citations";"Citations";"22"
"LEYSER M";"Zika";"Citations per Paper";"CitationRate";"3.14"
"LEYSER M";"Zika";"Number of Authors per Paper";"AvgAuthorNumber";"5.71"
"LEYSER M";"Zika";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"3.28571428571429"
"LEYSER M";"Zika";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.714285714285714"
"LEYSER M";"Zika";"Total Papers";"Papers";"7"
"LEYSER M";"Zika";"Papers with International Affiliations";"PapersINTL";"5"
"LEYSER M";"Zika";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.71"
"LEYSER M";"Zika";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"LEYSER M";"Zika";"Percentage of Zika-related papers";"PercZika";"1"
"LEYSER M";"Zika";"Number of highly-cited Zika papers";"HighlyCited";"0"
"LEYSER M";"All";"Author affiliations";"Affiliation";"UFF;-"
"LEYSER M";"All";"Authos afilliation states";"State";"-;RJ"
"LEYSER M";"All";"Author affiliation regions";"Region";"SE"
"LEYSER M";"All";"CognitiveCareerNetworkCoupling";"CareerNetCoupling";"Coupled to non-Zika only"
"LEYSER M";"All";"CognitiveCareerNetworkPivot";"CareerNetPivot";"Hard pivot"
"SOUZA DO";"Pre-Outbreak";"Most Common Journal Area";"TopField";"NEUROSCIENCES & NEUROLOGY"
"SOUZA DO";"Pre-Outbreak";"Total Citations";"Citations";"12378"
"SOUZA DO";"Pre-Outbreak";"Citations per Paper";"CitationRate";"29.97"
"SOUZA DO";"Pre-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"7.25"
"SOUZA DO";"Pre-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4.26315789473684"
"SOUZA DO";"Pre-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.611842105263158"
"SOUZA DO";"Pre-Outbreak";"Total Papers";"Papers";"152"
"SOUZA DO";"Pre-Outbreak";"Papers with International Affiliations";"PapersINTL";"43"
"SOUZA DO";"Pre-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.28"
"SOUZA DO";"Pre-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"42"
"SOUZA DO";"Pre-Outbreak";"Percentage of Zika-related papers";"PercZika";"0"
"SOUZA DO";"Pre-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
"SOUZA DO";"Post-Outbreak";"Most Common Journal Area";"TopField";"NEUROSCIENCES & NEUROLOGY"
"SOUZA DO";"Post-Outbreak";"Total Citations";"Citations";"688"
"SOUZA DO";"Post-Outbreak";"Citations per Paper";"CitationRate";"7.73"
"SOUZA DO";"Post-Outbreak";"Number of Authors per Paper";"AvgAuthorNumber";"9.01"
"SOUZA DO";"Post-Outbreak";"Number of non-INTL Authors per Paper";"AvgAuthorNumberNonINTL";"4.85393258426966"
"SOUZA DO";"Post-Outbreak";"Number of INTL Authors per Paper";"AvgAuthorNumberINTL";"0.932584269662921"
"SOUZA DO";"Post-Outbreak";"Total Papers";"Papers";"89"
"SOUZA DO";"Post-Outbreak";"Papers with International Affiliations";"PapersINTL";"38"
"SOUZA DO";"Post-Outbreak";"Percentage of Papers with International Affiliations";"PercPapersINTL";"0.43"
"SOUZA DO";"Post-Outbreak";"Academic Age - Years Since the First Paper Record";"Academic Age";"5"
"SOUZA DO";"Post-Outbreak";"Percentage of Zika-related papers";"PercZika";"0.04"
"SOUZA DO";"Post-Outbreak";"Number of highly-cited Zika papers";"HighlyCited";"0"
